user,review_count,median_rating,max_rating,min_rating,mean_rating
_hk_,667,7,10,3,6.60119940029985
_The_Inquiry_,1372,6,10,1,5.905247813411079
_tk_,1442,5,10,2,5.377253814147018
-mIDE-,560,7.5,9.5,1,7.0285714285714285
1 Family Meeple,745,6,10,1,6.050939597315436
1000rpm,669,7,10,1,6.900597907324364
100pcBlade,567,6,10,1,6.306878306878307
1Aspielerin,588,6,10,2,6.136054421768708
1nf1n1ty,515,6,10,2,5.9615533980582525
28green,764,6,10,2,6.329842931937173
42amu,696,7,10,1,7.33117816091954
549sd,1029,7,10,1,6.578231292517007
5th Beatles,515,6,10,1,5.242718446601942
7-Brainbug,630,8,10,1,7.601269841269842
aandjso,848,8,10,3,7.694516509433963
aardvarkdv,680,7,9,4,7.041176470588235
Aarkas,624,7,10,3,7.198717948717949
AaronBE85,583,7.3,10,3,7.29451114922813
aaronseeber,1260,7,9.5,2,6.428968253968254
aaxiom,520,7.25,10,1,7.255769230769231
abbottj83,1125,7,10,1,7.272444444444444
abbywill,660,6,10,1,5.498484848484848
Abdul,594,6,10,2,6.252525252525253
Aberasturi,756,6,10,2,6.5132275132275135
Abiteacher,699,6.5,10,2,6.304721030042918
Abso,1551,6,10,1,5.399097356544165
Acenchious,590,7,10,2,6.772372881355932
Acido,893,6.3,9,2,6.250727883538634
acidshampoo,768,7,10,2,7.388020833333333
aciosek,689,7,10,1,6.843396226415094
ackiel360,519,7,10,2,6.945086705202312
acolyte,618,7,10,1,6.694174757281553
adaleigh,512,8.5,10,7,8.47119140625
Adam78,612,7,10,5,7.125816993464053
AdamCatant,538,6,10,1,5.8262081784386615
adamdynris,1162,7,10,3,7.003700516351119
adams,769,7,10,2,6.943433029908973
adamscott,690,6,10,1,6.37536231884058
adamtattoo,671,7.5,10,2,7.336140089418778
adamw,718,6.5,9.5,2,6.424791086350975
adamxpaul,605,7,10,1,6.560330578512397
Adanedhel,628,7.5,10,1,7.236305732484077
adangabiola,785,7,10,1,7.0375286624203826
adebisi,754,6,10,1,5.514588859416445
Adidas02,513,7,9,4,6.923781676413255
adikom5777,972,7,10,2,6.880041152263375
Admiral Fisher,747,6,10,1,6.172958500669344
Admje14,658,6.5,10,1,6.498480243161095
Adrian Rz1,665,7,10,2,7.01203007518797
Adrimetum,684,8,10,1,7.718567251461988
AfarOca,569,7,10,1,6.9086115992970125
Affenberg,724,6,10,1.2,5.791919889502762
affm,535,7,10,2,7.227102803738318
Againsto,647,7,10,2,6.883771251931994
Agamon,705,7.5,10,2,7.153191489361702
agashamirv,713,7,10,1,6.478260869565218
agent_t_bib,558,7,10,1,6.482078853046595
agentzen,794,7,10,1,6.369899244332494
AGKorson,636,7,10,1,7.081761006289308
agltbialik,584,8,10,2,7.678082191780822
Agnieszka Rz1,646,7,10,1,6.797987616099071
Agzaroth,744,7,10,1,6.784677419354839
ahazperutz,983,5,10,1,5.128179043743642
AHforever,620,7.407500000000001,9.99,2,7.23081129032258
ahn sung jun,872,7.5,10,3,7.441055045871559
Aiken Drum,809,6,10,2,6.504326328800989
Ainvar75,653,7,10,3,6.839969372128637
airjudden,711,6,10,1,6.192827004219409
airmarkus,566,7,10,4,6.780035335689046
airsw79,549,5,10,1,5.602914389799635
airydisk,1068,7,9.1,2,6.735299625468165
Ajax,1368,7,10,2,6.567251461988304
AJBrandon,674,6,10,1,5.586795252225519
ajewo,706,7,10,4,7
ajie426,529,7,10,1,6.926086956521739
akaisamurai001,1371,6,10,2,5.443471918307805
akapastorguy,2603,6,10,1,5.959661928543988
akiya,536,7,10,1,6.66044776119403
Akke,883,7,10,1,6.570781426953568
akong740429,708,6.5,10,1,6.316737288135593
akwlinka,555,7,10,1,6.530630630630631
Alan How,2664,7,10,2,7.186373873873874
Alan Stern,718,7,10,2,6.981894150417827
alan581,720,7,10,1,6.5875
Albarc,762,6,10,2,6.413385826771654
albertistvan,854,7,10,4,6.898126463700234
Albtown,794,6,10,1,6.417254408060454
alcazar,531,6,10,1,5.935969868173258
alcofa,814,7,10,3,7.19909828009828
aldaryn,830,7,10,1,6.549879518072289
aldenbell,576,8,10,2,7.767361111111111
Aldie,556,8,10,1,7.607913669064748
AlecScutter,511,7,9,3,6.589823874755382
aleksi_ahtiainen,603,6,10,1,6.019900497512438
Aleksije,577,6,10,1,5.556675909878683
Alen2,707,8,10,1,7.257425742574258
alenen,733,6,10,2,5.889495225102319
alepsycho,526,7,10,1,7.019011406844107
AleQ33,510,6.5,10,1,6.13843137254902
Alexfrog,683,7,10,1,6.626647144948755
alexgrant,608,7,10,1,6.542763157894737
alexisW,705,6,10,1,5.823404255319149
alexjia,623,7.5,10,2,7.606099518459069
alexreaper,587,6,10,1,5.680579216354344
alexundah,756,7,9,2,7.015873015873016
AlfaGT,502,7,9.04,2,7.202330677290837
alfman,1277,7,10,1,6.627251370399374
alfredo lorente,508,5,10,1e-4,5.2746084645669296
Algernon88,521,6.5,10,1.5,6.244721689059501
alisonarantes,656,7,10,1,7.032621951219512
alkis21,626,7,10,3,6.992012779552716
allbaugh,707,7,10,1,6.626025459688826
alleserik,509,7,10,1,6.890392927308448
AlPacino11,630,7.5,10,1,7.106746031746032
alparcero,554,7,10,1,6.527075812274369
AlphaLoR,874,7,10,1,7.003432494279176
altair79,1283,7,10,2,6.506040530007795
amacleod,666,7.5,10,1,6.743273273273274
AmandaDesignsGames,1057,7,10,1,6.53240302743614
AmassGames,1435,6,9.99,1,6.30250968641115
amberaleman,632,6.5,9,4,6.561550632911392
Amiguero,541,7,9.5,3,7.038817005545287
amirkalka,521,7,10,1,7.2140115163147795
amishburrito,1115,6.9,10,1.6,6.675686098654709
Ammorphalisk,733,7,10,2,6.959208731241473
Amnese,713,7,10,1,6.746493688639551
AmnNate,503,7,10,1,6.907554671968191
amo23,670,7,9.9,5,7.083731343283582
amodman,568,6,10,1,5.494718309859155
amwiles,581,6,10,1,5.833046471600689
AnakinOU,779,7,10,2,6.826700898587934
anarchy,735,6,10,2,6.221278911564625
Anbucku,649,7,10,1,6.570878274268105
andersed,622,6,10,1,5.963022508038585
AndersGabrielsson,540,7,10,3,6.92962962962963
andiex,808,6,9.5,1,6.021039603960396
Andreas Trieb,828,8,10,3,8.044685990338165
AndreN,538,7,10,1,6.671003717472119
AndrePOR,651,7,9.5,3,7.261136712749616
andrewhodkinson,639,6,10,1,6.020344287949921
andreww,691,7.4,10,1,7.279406657018813
androgeus,657,7,9.3,1,6.745875190258752
andromedemiboy,701,6.5,10,1,6.390156918687589
andstrauss,643,6.5,10,1,6.298600311041991
Andural69,554,7,10,1,6.7028880866425995
Andy Mesa,833,6.5,10,2,6.403961584633853
Andy Pain,510,7,10,2,6.553921568627451
Andy Parsons,1319,6,10,1,6.072782410917362
andy61,836,7,10,2,6.690191387559809
Andy612,581,7,10,1,6.712564543889845
Andybillingham,514,7,10,1,6.686770428015564
andyl,506,7,10,3,7.105849802371542
AndySzy,870,6.5,10,2,6.277011494252873
anemaat,533,7,10,2,6.838649155722327
Anemelos,669,6.5,10,1,6.259342301943199
Anferny87,651,7,10,2,6.837173579109063
angeral,534,7,10,1,6.963483146067416
angesplayer,943,6.5,10,1,6.139769883351008
anglotiger,879,7,10,3,6.99004550625711
Angry Duck,626,7,10,2,6.924121405750799
anguita,592,7,10,1,6.733108108108108
aniaga,553,7,10,3,6.872332730560578
Anicka,622,9,10,5,8.760450160771704
anim8r,723,7,10,2,6.842461964038727
Annagul,514,6.9,9.8,2,6.7250972762645915
anomander64,591,7,10,2,6.7453468697123515
Anordinaryhero,684,6,9.5,1,5.63625730994152
anovac,705,7,10,1,7.020141843971631
ansi,1413,7,10,1,6.846638358103326
AntiGeek,775,6.3,10,1,6.026709677419355
antoinedebruxelles,587,6.9,10,1,6.558858603066439
antonick,738,7,10,3,7.1791327913279135
AnttiT,1549,7,10,2,6.694964493221433
anubis9,732,7,10,1,7.23087431693989
Ao_qc,922,7,9,3,6.762472885032538
apecage,714,6.4,10,1,6.287941176470588
aphratus,736,8,10,2,7.475543478260869
Apocryphile,552,5,10,1,5.193840579710145
Apparatus,941,7,10,2,6.793703506907545
Apple Paul,821,7,9,2,6.613885505481121
apple_pies,568,7,9,2,6.958274647887324
aquillo,526,5.915,10,1,5.749752604562738
aquir,729,7,10,3,7.240054869684499
Aratar,1087,7,10,1,6.89411223551058
ArchaicDevil,727,7.5,10,3.5,7.316437414030261
Archbold,567,6,9.5,1,6.109664902998237
archduke,608,7,9.5,1,7.048108552631579
archit3uthis,792,7,10,3,6.75
archrobin,709,7,10,1,6.905500705218618
ardrummo,622,7,10,2,6.87620578778135
ArekKowalczyk999,547,7,9,3,6.6425959780621575
argsei43,657,7,10,2.5,6.80289193302892
arisep,610,7,9,1,7.030327868852459
Arkarsha,496,6,10,3,6.439516129032258
Arkeas,594,6,10,1,5.67003367003367
Arkeo,1840,6.5,10,1,6.2375
arkonnen7,548,6,10,2,6.163321167883212
Armadi,545,6.5,10,1,6.301100917431192
armed-medic,532,7,10,2,6.976503759398496
armourer84,678,6,10,1,6.095870206489676
arnest_r,502,7,10,1,6.7638350597609564
Arnott,955,6,10,1,5.998638743455498
aro246,522,7,10,1,6.575670498084291
arod324,627,7,10,1,6.577352472089315
Arontje,753,6,10,1,6.106241699867198
ArqMage,509,6,10,1,6.119842829076621
Arrr2D2,521,7,10,3,6.593090211132438
arsior,1753,6,10,1,5.850541928123217
arsmith7,517,7,10,1,6.657640232108317
ArtEmiSa64,883,7,10,1,6.900463193657984
artfuldodge2,516,7,10,3,7.02906976744186
arthemix,916,7,10,1,6.617903930131004
arthurcucumber,756,7,10,1,6.326719576719577
Aruwen,587,7,9.9,1,6.6789437819420785
arwin_goodman,569,7,9.5,2,6.889279437609842
asaarto,673,7,10,3,6.964338781575037
Asaru,611,7,9.5,3,6.785924713584288
asdf641,549,6,10,1,5.638433515482696
Asdnart,524,6,10,1,6.093511450381679
asfhgwt,665,4,10,1,4.08421052631579
ashkai,763,4,9,1,4.513499344692005
Asinda,535,8,10,3,7.706542056074766
asiok,588,6.5,10,1,6.190051020408164
aslaksen,666,7,10,2,6.892492492492493
Asmoridin,570,7,10,1,6.849122807017544
aSoso,644,7.5,10,1,7.40139751552795
aspirino,597,6,10,3,6.006700167504188
Aspudde,651,6,10,2,6.406298003072196
ASSaali,602,6,10,1,5.598006644518272
assad,578,6.5,10,2,6.595155709342561
asta,663,7,10,1,6.622926093514328
asterix50,1738,7,9,3,6.628308400460299
astroglide,680,6,10,1,5.786764705882353
asutbone,593,7,10,1,6.908094435075886
atholbrose,537,7,10,2,6.496275605214152
athom6227,636,6,10,2,6.638364779874214
Atimati,650,6.5,10,1,6.3803846153846155
Atlanntis92,537,7,9,3,7.195530726256983
aTomm,634,7,10,1,6.601735015772871
atomzero,570,7,10,1,6.540350877192982
Atrax87,518,6,10,2,6.0482625482625485
Atticus1313,1097,7,10,1,6.8577939835916135
Attila,1117,6.5,10,1,6.300358102059087
Audacon,651,7,9.5,3,6.643625192012289
Augeezer,500,7.75,10,4,7.7045
Auriea,706,8,10,1,7.61756373937677
autothrall,793,8,9.9,3,7.792938209331652
autumnweave,649,7,10,1,6.5673343605547
Auzette,1213,7,10,1,6.318491343775762
avale,516,6.5,10,2,6.397286821705427
average_joe,988,7.000484999999999,8.49847,6.21711,7.076069342105263
averagerating,2411,6.62,8.7,1,6.51092492741601
avesan,576,7.5,10,2,7.3902777777777775
avipraiz,499,7.75,10,1,7.593186372745491
avlawn,1038,7,10,1,6.444123314065511
Avravanel,636,7,10,2,6.860849056603773
Avron,614,6.5,10,1,6.280130293159609
awayf,860,6.5,10,1,6.59360465116279
axapvov,1407,7,10,4,6.919687277896233
B_J_S,721,7,10,2,6.861442441054091
b0ardgamer,1035,7,10,1,6.8873429951690825
B1G_RED,558,6.5,10,1,6.50179211469534
Baartoszz,1623,6,10,1,5.54898336414048
Babbler,506,7,10,1,6.723320158102767
babuyama,538,9,10,8,9.063197026022305
Bacchus,717,6.5,10,1,6.449372384937239
Badger on the move,956,6.5,10,2,6.274581589958159
BadPritt,1041,6,9.5,1,5.524409221902017
badweasel,860,6,10,1,5.46046511627907
Baggyboo,551,7,9,3,6.590744101633394
Bagherra,1470,6,10,1,5.655102040816327
bagookster,750,6,10,2,5.892666666666667
Baldboy_1,513,7,10,1,6.891812865497076
baldor,559,7,10,1,6.5533810375670845
balijan2,794,6,10,1,5.733249370277078
Baltu_Kobalts,601,7,9.8,2,6.912146422628952
Banker,1194,6,10,2,5.565326633165829
banker167,756,6.5,10,1,6.561838624338624
Bankler,1497,6,10,1,5.575818303273213
BankofDracula,525,7,10,1,6.527619047619048
Bannor2000,863,6,10,1,6.420625724217845
banz,896,6.5,9.5,2,6.488839285714286
Barad_the_dwarf,628,6.5,10,3,6.590764331210191
barbate,604,7,10,2,6.628725165562914
barber,1539,6,10,1,5.504873294346979
barnyams36,618,7,10,1,7.1375404530744335
Barock1986,571,6.5,9.8,3.5,6.579684763572679
Baron Frog,797,7,10,1,6.695232120451694
Bart,765,6,10,1,6.269934640522876
bartenderMS,552,7,10,1,6.363224637681159
Bartilaus,497,7,10,2,6.841046277665996
bartok,1129,7.5,10,1,7.3348095659876
BartP,707,7,10,1,6.47029702970297
bartys44,514,7,10,4,7.198443579766537
baschleicher,586,7,9,1,6.5699658703071675
Base the Bass,870,8.4,10,1,7.988850574712644
BaSL,536,7.5,9.5,1,7.141044776119403
Bassfisher44,527,7.6,9.5,2,7.221442125237192
bastiat,528,6.5,10,1,6.131155303030303
Bastwood,607,6,10,1,6.077429983525535
Batcarl2000,501,7,10,2,7.097804391217565
baub64,523,7,10,2,6.745315487571702
bayerbube,542,7,10,1,6.626752767527675
baymonkey,507,7,10,2,6.754437869822485
Bayushi Sezaru,761,6.5,10,1,6.387647831800263
bazik123,1683,6,10,1,5.612002376708259
bazyn,1791,6,10,1,5.655499720826354
bazzer52,850,7,10,2,7.157741176470588
Bbernard,582,7,10,1,6.841924398625429
bbhalla,605,8,10,2,7.4082644628099175
bbkoene,1144,7,10,1,6.565559440559441
bbol24,601,7,10,2,7.045457570715474
BC Indy,651,7.25,9.75,1,7.088940092165899
bcbgg,616,7,9.6,1,6.903003246753247
bcnevan,871,6.5,10,1,6.217566016073479
bcseda,718,6,10,1,6.405292479108635
bcwhite27,1031,6.5,10,1,6.2652764306498545
bdroberts,787,6,10,1,5.6658195679796695
Be_Ka,611,6,10,1,6.136661211129296
Be_Narangi,555,7,10,3,6.511711711711712
Be4tngU,3992,5,9,3,5.359719438877756
bealbrian,730,7,10,1,6.133561643835616
beardandglasses,540,7,10,1,6.293703703703704
beat9946,498,6,10,3,6.465983935742972
BebryGamez,631,7,10,2,6.801109350237718
beckerc,826,6.5,10,1,6.226876513317191
BeeCeeJay,598,7,10,1,6.654682274247492
beerzinjsh,686,7,9.5,2,6.974489795918367
Belash,833,7,10,3,7.047539015606242
belial1134,589,7,10,2,6.891341256366723
Belisarius88,614,7,10,2,6.4267100977198695
Bellaatje,593,7,10,1,7.01602023608769
beloveserve,761,7,10,1,7.0305519053876475
beltmatt_usa,651,7.5,10,2,7.180414746543779
belyakoff,505,6,9,1,5.7772277227722775
Ben_Tyrer,496,7,10,2,6.876814516129032
Benjaminviking,1023,7,10,1,6.561094819159336
BenjaRocks,810,7,10,1,7.112345679012345
Benji68,695,7,10,2,6.512230215827338
benme,527,7.5,9.9,5,7.522258064516129
BennyD,601,6,10,1,5.199667221297837
BenRon,697,7.3,9.5,1.2,6.909756097560976
benshever,669,4,10,1,4.629297458893872
BenWCook,500,8,10,1,7.586
Benzebub,646,6,10,2,6.040247678018575
Berengere,646,7,10,1,6.743034055727554
Berghai,881,7,9.7,1,6.578206583427923
Berghman,942,7.9,10,1,7.740445859872612
BerndDui,543,7,10,3,7.176795580110498
Bernhard N.,2222,6,10,1,6.23978397839784
berry04,598,6,10,2,6.3478260869565215
bertus_caylus,502,6.5,10,1,6.452191235059761
Beru,733,6,10,2,5.89162346521146
Betote,1203,7,10,1,6.389027431421447
Beuckie115,1113,7.6073,10,1,7.310700404312668
beybeybey,512,9,10,7,9.05859375
bfogartyjr@aol.com,807,6.5,10,2,6.4572490706319705
BGDigger,844,7,10,3,6.814099526066351
bharath,528,7,10,1,6.679924242424242
Bicho,535,7,10,2,6.747663551401869
Bien,940,5,10,1,5.072606382978724
Big Bad Lex,788,7,9.75,1,6.293147208121828
big stone,1048,5,10,1,5.229293893129771
bigchief,1019,7,10,1,6.514720314033366
Bigkegg,809,8,10,3.04,7.766274412855377
bigmac33070,501,7.75,10,2.5,7.671516966067864
BigShark,527,6,10,1,6.055977229601518
Bigshowfan,1170,7,10,1,6.228803418803419
bijanajamlou,824,7,10,1,6.571480582524272
bike,781,6.5,10,3,6.309859154929577
billjazzer,659,6.5,8.51,1,6.446713201820941
Biohazard745,559,7,10,3,7.0706618962432914
bionicman,585,7,10,3,6.9162393162393165
Bipf,547,7,9.5,2,7.180255941499086
birdsong703,537,7,10,1,6.540037243947858
Birkebeiner,510,5,10,1,5.166274509803921
Biscotti,597,1,10,1,4.150753768844221
biscuits409,568,7,10,1,6.580105633802817
bitatmoonl,777,7,9,3,7.050836550836551
Bixby,988,7,9.5,3,7.068421052631579
Bjorn DS,520,7,9.75,3,6.905288461538461
bkumanchik,728,9,10,3,8.60576923076923
black9772001,735,6,10,1,6.3802721088435375
blackpawl,689,7,10,3,6.888969521044992
Blacksad,509,6,10,1,5.813948919449902
blaine101,555,7.5,10,3,7.293693693693694
blakstar,649,7.75,10,1,7.575500770416024
Blameless,557,7,10,3,7.087971274685817
bleached_lizard,576,7,10,1,6.815972222222222
Blind Reality,624,7,9.6,1.6,6.758173076923077
blinks,1249,6,10,2,6.089271417133707
blivet,553,6,10,1,5.729656419529837
Blog na wolny czas,541,7.5,10,3,7.599630314232902
Bloggymorgan,558,6,10,1,6.455197132616488
bloseth,832,7.9,10,1,7.4060697115384615
Blott,814,6,10,1,5.891891891891892
Blue_rose,752,7,9,2,7.1037234042553195
BlueAngel0568,569,7,10,1,6.513181019332162
BlueDane,949,7,10,1,6.359325605900948
bluekingzog,907,7.5,10,3,7.445314222712238
bluereader1972,555,7,9,3,6.995315315315315
bluesol,642,7,10,2,6.906542056074766
BlueTorch,1053,6,10,1,5.5080721747388415
BlueWaldo,724,6,10,1,5.802486187845304
bluewave,575,7,9,3,6.7617391304347825
Bluthusten,524,7,10,1,6.82824427480916
bm6262,579,7.5,10,1,7.210189982728843
bneffer,833,6,10,1,5.919747899159664
BNgK,862,6,10,1,6.225058004640371
bnordeng,873,6,10,1,5.988545246277205
boardgamechemistry,690,8,10,1,7.689855072463768
BoardGameGumbo,603,7,10,2,6.920232172470978
BoardGamer2008,710,10,10,1,9.987323943661972
boardmathias,906,5,10,2,5.123620309050772
Bob Moron,854,7,10,1,6.822014051522248
BoB Utrecht,881,7,9.9,1,6.771452894438139
bob_albright,502,6.5,9.6,1,6.73804780876494
bobanick,611,6,10,2,6.432078559738134
bobborobbo,510,7,10,2,6.78921568627451
Bobby4th,1547,6,10,1,6.222689075630252
bobbytan,693,6,10,2,6.588744588744588
BobDodgerBlue,691,7,10,1,6.693921852387843
bobgabriels1,948,7,10,1,6.5496835443037975
bocachankla,586,7,10,1,6.550170648464164
bodha,649,5,10,1,5.481972265023113
Boes,521,7.5,10,3,7.230902111324376
BohnanZar,711,7.7,10,1,7.355133614627285
Boltana,1960,5,10,1,5.0250510204081635
boltongeordie,794,7,9.3,2,6.812090680100756
Bombadillo,652,6,10,1,5.555981595092025
Bonapart,509,8,10,1,7.932023575638507
Bond8089,886,6,10,1,6.07900677200903
bongoHerman,625,7,10,1,6.7912
bonxie,634,6.5,10,1,6.366719242902208
Bookworm1018,613,7,10,3,6.840130505709625
Bookywankenobi,1147,7,10,2,6.642109851787271
Boomdagger,749,6.5,10,2,6.322429906542056
boomtron,1802,7,10,1,6.465593784683684
Boonec,535,7,10,2,6.77196261682243
booned,749,6,10,2,6.463284379172229
bootty,914,6.5,9,2,6.420678336980306
bop517,934,6,10,1,6.2296573875803
boredbeyondbelief,1060,7,10,1,6.588679245283019
borisyankov,856,8,10,1,7.70911214953271
Born-of-Ashes,1083,6,10,1,6.235087719298246
Boromir_and_Kermit,521,7,9.75,2,6.61468330134357
Boromir1983,2371,6,10,1,6.550569380008436
bortmonkey,723,7,10,2,6.578146611341632
Boss Trojan,598,7.5,10,3,7.138795986622074
bossman,507,7.5,9.8,4.5,7.5487179487179485
Bostrup,733,6,9,2,6.020463847203274
BotBotFling,552,7,10,2,6.6648550724637685
botticus,767,7,10,2,6.7783572359843545
boucledort,1246,6,10,1,5.84430176565008
Boulderbiker,733,7.5,10,3,7.457844474761255
Bouttime,507,7,10,1,6.34319526627219
Bovelix,538,7.5,10,1,7.322118959107807
Bowser_Jr,538,6,10,2,6.438661710037175
boxoftricks_13,1825,6,10,1,6.237808219178082
bozontheboard,1042,6.5,10,2,6.332053742802303
bpeace,822,7,10,1,6.390510948905109
bponnaluri,784,6,10,1,5.711352040816327
bpsyc,1911,7.6,10,1,7.513710099424385
bpsymington,515,7,10,2,6.916504854368932
Bracca,598,7,10,2,6.957357859531773
bradray,501,7,10,4,7.217564870259481
BradyLS,650,5,10,1,5.375384615384616
BrainBursta,672,7,10,1,6.503720238095238
brainrob,1185,7,10,1,6.874683544303798
brainst0rm,630,6,10,1,6.1
Brakus,1181,7,10,3,6.912785774767147
bramadan,610,7,10,1,6.460655737704918
Bramblewalkers,550,7,10,1.5,6.545636363636364
Brandebard,623,7,10,4,7.03932584269663
brandonmccool,640,7,10,1,6.7109375
Brangelina,583,8,10,4,7.584905660377358
branstonoriginal,505,6,10,1,6.001980198019802
Brass_Herald,554,6,10,2,6.528880866425993
bravucon,751,7,10,1,6.630625832223702
breakmanynecks,1370,6,10,1,5.659489051094891
brenlove,559,6.5,10,1,6.395348837209302
brenthenson,833,8,10,2,7.157262905162065
Bresandor,631,7,10,1,7.272424722662441
Brettspielduett,736,7,10,4,7.336277173913044
Brettspielhero,500,7,10,1,6.851
brian,543,6,10,1,5.900552486187845
Brian Sinclair,578,7.5,10,2,7.4887543252595155
brianeikunst,1472,5.5,9,1,5.390625
BrianJohnHunt,546,7.5,10,3,7.288003663003663
brianmax,902,7,10,1,6.655875831485588
Brisse,929,6,10,1,5.703982777179763
broggi,1268,7,10,1,6.761041009463723
brokasaphasia,792,7,10,2,7.138888888888889
BrokeAssJedi,501,5.576,10,1.4,5.583908183632735
broken clock,576,6.5,10,1,6.447048611111111
bromangum,696,7,10,2,6.493534482758621
brougnouff,1446,6,10,3,6.370677731673582
brown02134,733,6,9,3,5.620736698499318
brownk29,517,7,10,3,7.121856866537717
brusty,579,7,10,1,6.99300518134715
brutusbear,838,7.75,9.75,2,7.194737470167064
bryan and sarah,903,7,9,2,6.8959025470653375
Bryan Arroyo,564,6,9,1,6.070921985815603
Bryle,672,6.5,9.75,2,6.466517857142857
btc55555,560,5.2,5.99,5.02,5.1896732142857145
buboalcubo,511,7,10,4,6.902152641878669
bucklen_uk,1122,5,10,1,5.5133689839572195
BudsBalkan,957,6.5,10,2,6.38380355276907
buergerberatung,547,6.5,10,1.5,6.211151736745887
Bulsara,898,7,9.8,1.5,6.797550111358575
bumbispooky,551,6,10,5,6.611615245009075
bumpusth,854,6,10,1,5.820843091334894
Bundyman,792,7,9.5,2,6.630050505050505
BunkerBill,1383,8,10,1,8.030874909616776
bunoc,508,7,10,1,6.553346456692913
burke4865,567,7,10,2,7.113403880070547
BurnBabyBurn,1134,6,10,1,5.723985890652557
Butterfly0038,1211,6,10,1,5.663501238645748
butze,1656,7,10,1,6.38707729468599
buzzboke,731,7,10,1,6.875499316005472
bwonson,785,7.7,10,1,7.646751592356688
byfed,567,7.5,10,1,7.267724867724867
byturn,784,6,10,3,6.456632653061225
C5_Blake,1597,7,10,1,6.544333124608642
Cabal81,508,7.5,9.5,5,7.3454724409448815
cabbagekingaf,515,7,10,2,6.974757281553398
cactusse,1072,6,9,3,5.975792910447761
cadavaca,638,5,10,1,4.731974921630094
cadhlan,779,5,10,1,5.2618741976893455
Caedmus,583,7,10,1,6.852229845626072
caesarbgg,783,7,9,2,6.7209450830140485
caesarmom,701,7,10,1.5,6.567403708987161
Cag7575,889,6,9,2,6.237345331833521
caillebotte,521,6,9,2,5.696737044145873
Caladran,506,7,10,2,6.480237154150197
calamar,517,7,10,2,7.190522243713733
calandale,992,6,10,1,5.678427419354839
calbond,523,7,10,2,6.815487571701721
callidusx3,591,7,10,2,6.680203045685279
calvo,1055,7,10,1,7.0895734597156395
camidon,639,6,10,1,5.838028169014085
camocoffey,594,7,10,1,6.393939393939394
campanadave,701,6,10,1,6.131012838801712
campino1978,733,7,10,2.5,6.938744884038199
Camponotus,1582,6,10,1,5.799620733249052
Camy_1968,540,7.65,10,1,7.007907407407408
Canales,647,6,10,1,5.782071097372488
CandaceW,1571,6,10,1,5.635900700190962
candoo,1039,5,10,1,5.336381135707411
cane,621,6,10,1,5.818035426731079
canucklehead,631,7.5,10,2,7.286053882725832
capecastle,510,7,10,2,6.8764705882352946
capichou,532,7,10,1,6.570488721804511
Captain Needa,1046,6,10,2,6.248852772466539
CaptainCaveman,834,7,10,1,6.853717026378897
captncavern,1120,7,10,1,6.526785714285714
CaptRob,583,7,10,2,7.006861063464837
caradoc,732,7.5,10,1,7.460928961748634
Cardboard Conundrum,496,7,10,1,6.880040322580645
cardboardeaux,615,7,10,1,6.996747967479675
Cardboardjunkie,662,7.2,10,1,7.117371601208459
cardshark28800,508,8,10,1,6.937007874015748
carlosleonrendon,665,8,10,1,7.712255639097744
carlosmemecmcm,583,7,10,2,6.806174957118353
CarlosSpicyweener,528,7,10,2,6.702651515151516
carlsbad,1114,7,10,1,6.3895870736086176
Carnage994,955,6,10,1,6.102617801047121
carontissimo,553,6.5,9.5,2,6.574141048824593
carpet2004,1158,7,10,2,6.65846286701209
carrotop30,640,7,10,1,6.912109375
carryhome,714,6,10,1,5.826330532212885
cartesius,958,7,10,2,6.969676409185804
carthaginian,504,6,9,1,5.4563492063492065
Carwine-Al,1048,7,10,1,6.557251908396947
CasaIlimani,565,7,10,1,7.020353982300885
case082,502,7,10,2,7.055776892430279
CashMachine,627,7.5,10,1,7.448484848484848
Castef,546,6.5,9,1,6.128388278388279
caster53,653,6,10,1,5.8728943338437976
casterlyrock,550,6,9,1,6.050909090909091
casualgod,655,7,9.5,1,6.957251908396946
Casulo,721,8,10,1,7.482662968099861
cat5brother,652,6.5,10,1,6.494631901840491
Cateusk,580,7.13,9.79,2.11,7.065620689655172
CatpissWilly,548,7.5,10,4,7.462591240875913
Catwalker72,844,7,10,1,6.601303317535545
cauldronofevil,516,7,10,1,6.385658914728682
Cavalier281,644,6,10,1,5.450310559006211
Cavedog_pdx,708,7,10,1,6.623587570621469
Cavern_11,673,6,10,1,5.99479940564636
Cazon,642,7.5,9.5,5,7.5607476635514015
cbazler,1641,6,10,1,6.033211456429007
cbdarden,1319,6,10,1,5.914188900682335
cberg,1681,6,10,1,6.170136823319453
cblack0215,544,7,10,3,6.898897058823529
cbrua,1521,6,10,1,5.626561472715319
ccface,583,7.1,10,2,7.012761578044597
ccmonter,943,7,10,1,6.329798515376458
ccomeaux,843,7,10,2,6.938315539739027
cdbass,543,6,9,2,6.136279926335175
cdefrisco,962,6,10,2,5.748960498960499
CDRodeffer,833,6,10,1,6.1020408163265305
ceenan,604,7,10,4,7.291225165562914
Cekkins,677,7,10,1,6.6911373707533235
Celadorn,607,7,10,2,6.753706754530477
Celdorad,763,7,10,1,6.59829619921363
CellarDoor,658,7,10,2,6.754559270516717
CeltiberoSaran,510,6.6,8.8,4.6,6.498333333333333
Celtic,1253,7,10,2,7.113328012769354
